Municipality_code;Oral_Health_Strategy_coverage;Primary_health_coverage_for_poor_residents_.last.year.;Vaccination_coverage_...;Low_birth_weight_...;Hospital_beds_per_10.000_residents;Family_Health_Strategy_teams_per_10.000_residents;Ultrasound_machines._per_10.000_live_births;cesarean_deliveries;Xray_machines_per_10.000_residents;Life_support_equipment_per_10.000_residents;Mammographies_per_100_women
3300506;90.96;100;77.02;12.36;24.1;3.2;82.4;80.77;1.6;2.8;1
3300605;97.73;84.98;90.3;7.3;110.1;2.8;78.9;74.16;2.3;3.4;12
3300704;14.84;69.35;69.7;7.21;17.1;1.6;62.8;59.42;1.1;3.2;18
3300803;18.06;47.12;77.43;6.71;19;1.7;28;79.44;0.6;1.3;3
3300902;23.36;100;141.12;7.04;24.3;4;70.4;89.44;2;0;12
3300936;57.79;100;74.59;7.5;0;3;250;78.33;3.7;4.5;2
3300951;100;100;91.93;8.91;0;4.9;99;51.49;2.4;0;0
3301009;0;24.81;77.88;9.05;28;0;32;60.43;1;2.3;18
3301108;100;100;91.2;7.8;25.2;4;0;71.1;1.5;4;11
3301157;0;96.15;81.41;5.63;0;3.2;70.4;90.14;0.8;0;17
3301207;0;83.22;65.2;7.66;22.4;1.7;95.7;77.03;1.7;5.2;13
3301306;22.57;100;78.84;7.07;27.4;2.8;50.5;72.73;2;4.8;2
3301405;33.35;58.01;84;8.96;33.5;1.4;49.8;70.65;1.4;3.8;6
3301504;86.67;75.37;72.72;10.61;27.4;2.4;40.8;73.88;0.5;3.9;8
3301603;0;82.64;81.08;5.34;14.6;1.8;229;77.1;3.7;6.4;9
3301702;16.21;25.09;77.06;9.3;12.2;0.6;12.8;53.13;0.4;1.3;13
3301801;100;100;84.75;6.4;29.5;3.8;80;64.8;5.3;5.3;6
3301850;0;36.18;59.44;6.55;13;0.8;29.8;55.65;0.4;1;0
3301876;45.1;91.52;80.81;5.26;0;3.1;81;72.06;0.9;1.8;1
3301900;9.04;66.81;79.5;8.38;17.3;2.1;35.2;59.23;0.6;2.1;12
3302007;13.06;39.76;78.2;8.13;11.6;0.7;96.6;54.15;2.2;1.9;5
3302056;0;61.32;69.9;3.73;83.2;2.1;186.3;92.55;2.8;8.5;9
3302106;0;40.09;80.58;5.93;29.7;1.3;222.2;94.81;3.5;7;13
3302205;24.28;57.31;69.93;9.41;39.8;1.9;111.2;83.92;2.2;3.5;15
3302254;0;100;80.03;13.37;9.7;0;26.7;82.89;1.7;3.5;2
3302270;0;11.8;81.13;8.2;25.7;0;25.6;53.81;0.5;1.3;11
3302304;100;100;78.1;10.53;69.5;4;0;82.89;2.7;2.7;7
3302403;21.29;58.64;66.99;7.94;13.5;1.2;11.1;72.49;1.2;1.9;8
3302452;61.32;100;73.7;4.72;0;3.8;157.5;74.8;3.8;1.9;18
3302502;57.89;74.9;77.25;9.16;25.5;2.6;18.4;52.2;0.8;1.8;1
3302601;53.02;100;77.89;8.21;16.5;3;41.1;62.01;1.1;5.2;10
3302700;16.76;55.87;54.6;7.57;5.7;1.2;35;69.38;0.4;0.5;17
3302809;100;100;76.26;10.8;25.6;3.9;93.9;62.44;5;2.2;3
3302858;10.89;44.2;75.85;8.73;1.7;0.8;30.1;60.62;0.4;0.5;10
3302908;0;92.79;79.42;7.17;28.8;3.2;68.3;60.75;2;3.7;2
3303005;77.17;78.29;67.5;11.35;16;2.2;189.2;67.84;1.9;7.5;7
3303104;100;100;71.95;6.84;28.5;4.6;52.6;76.84;2;5.3;10
3303203;0;54.58;78.91;8.97;11.4;1.3;53;61.48;0.9;1.7;2
3303302;5.04;81.35;64.44;9.17;31.2;2.3;33.5;70.6;1;3.1;4
3303401;0;26.87;72.42;8.85;24.5;0.8;25.3;64.52;1;1.6;14
3303500;3.99;29.13;60.58;9.49;7.5;0.8;16.4;58.24;0.8;0.8;9
3303609;45.98;59.98;71.52;7.31;157.7;1.7;115.4;84.62;2.3;5.3;10
3303708;100;100;76.35;7.72;13.4;4.1;94.2;53.3;2.7;1.9;0
3303807;38.62;100;68.05;8.01;9.1;2.1;34.1;63.37;1.1;1.9;6
3303856;92.19;91.62;71.2;10.43;0;3;0;52.41;1.1;0;5
3303906;20.8;47.6;69.03;10.55;36.4;1.2;47.1;61.52;1;2.9;12
3303955;61.66;100;71.35;6.27;17.6;3.5;59.7;65.97;1.8;3.5;3
3304003;100;100;74.2;6.34;16.3;4.9;86.5;49.57;3.8;5.3;23
3304102;100;100;78.78;8.24;28.2;4.5;74.9;77.15;3.4;6.8;12
3304110;100;100;75.21;10.49;26.5;3.6;209.8;67.83;5.4;6.6;2
3304128;0;68.51;73.2;5.92;181.3;2.3;118.3;66.27;3.9;5.5;10
3304144;0;23.68;65.36;8.58;17.9;0.7;17.3;54.18;1.4;2.1;8
3304151;0;100;80.83;8.23;24.2;4;31.6;63.61;5.9;7.4;0
3304201;45.1;55.37;73.33;9.27;10.8;1.8;60.6;75.45;0.9;2.3;16
3304300;68.94;76.29;76.06;8.92;95.2;2.5;41.2;79.7;3.2;2.5;2
3304409;93.92;100;71.03;5;18.9;3.4;90.9;50.91;4.6;6.9;0
3304508;100;100;71.36;8.18;17.5;4.7;90.9;60;7;8.2;34
3304524;14.28;18.63;59.91;7.49;7.8;0.4;17;64.1;0.6;0.9;8
3304557;7.36;22.89;62.8;9.56;21.1;0.4;16;56.98;0.5;1.4;4
3304607;96.06;83.53;99.19;6;48.4;2.9;300;53;1;9.7;8
3304706;48.81;70.75;73.06;7.53;32.5;2.5;86;87.53;1.5;5.9;5
3304755;14.43;18.82;85.06;7.09;12.6;0.7;78.7;51.97;0.7;2.4;14
3304805;0;15.28;82.19;6.01;27.7;0;109.3;76.5;0.5;2.9;0
3304904;10.44;58.71;64.07;9.02;17.9;1.8;19.5;72.8;0.5;1.2;8
3305000;0;88.25;101.11;5.73;12.8;0.9;23.9;62.05;0.9;2.4;9
3305109;2.94;30.65;69.83;9.79;21.1;0.9;35.1;58.69;0.7;0.9;9
3305133;100;100;72.52;4.85;0;4.3;97.1;99.03;2.9;2.9;10
3305158;33.54;87.49;67.53;8.73;26.7;2;87.3;55.9;2;4.9;3
3305208;48.78;53.02;68.88;7.05;8.5;1.6;16.8;70.03;0.5;1.4;17
3305307;0;33.14;92.58;7.76;43.8;1.1;172.4;91.38;5.6;12.4;11
3305406;100;100;67.94;5.62;0;4;449.4;46.07;0.6;2.9;0
3305505;44.76;51.89;72.93;6.64;8.1;1.6;35.6;64.77;0.7;1.2;10
3305554;56.9;68.51;75.97;9.04;6.3;1.9;38.9;58.79;1.2;2.6;2
3305604;15.52;100;105.67;7.91;7;3.7;31.6;67.72;1.9;2.3;10
3305703;100;100;80.1;7.1;24.2;4;163.9;75.96;2;4.7;9
3305752;22.6;68.78;80.76;7.35;52.1;2.9;52.5;74.8;1;1.6;5
3305802;8.51;49.98;71.47;11.45;16.9;0.9;31.8;60.09;0.7;1.7;15
3305901;100;100;77.88;1.23;36.9;3.9;246.9;58.02;2.9;6.8;4
3306008;95.23;82.81;74.71;9.6;33.2;2.7;25.3;41.79;1.4;3.5;0
3306107;27.3;59.35;75.98;9.47;39.5;1.7;73.7;62.42;1.7;6.1;37
3306156;100;100;63.77;6.67;41.2;3.2;148.1;85.19;1.1;7.4;5
3306206;100;100;70.82;10.2;131.9;4.1;80;61.2;6.7;7.6;0
3306305;46.19;74.6;63.12;9.67;13.4;2.3;70.8;68.83;1.4;3.7;23
3500105;0;26.14;79.2;8.59;80.2;0.3;130.2;87.5;1.8;4.4;17
3500204;92.99;80.86;68.36;6.06;0;2.8;0;87.88;2.8;5.6;27
3500303;0;18.69;66.53;10;15.2;0.3;61.2;66.73;1.2;3.4;4
3500402;0;77.58;71.88;15.15;0;0;151.5;65.15;2.6;1.3;10
3500501;0;55.08;66.93;5.82;17.4;1.2;72.7;59.27;2.3;12.2;25
3500550;0;100;84.23;6.33;0;0;126.6;54.43;1.8;3.6;14
3500600;0;0;76.31;7.41;0;0;0;59.26;3.7;14.8;11
3500709;38.13;82.9;79.43;9.07;12.5;1.2;20.2;68.15;1.2;2.6;18
3500758;0;68.32;75.67;1.56;0;0;0;59.38;0;0;27
3500808;100;100;85.04;8.11;0;5.1;0;78.38;0;2.6;30
3500907;100;100;84.83;6.67;0;0;222.2;80;2.6;5.2;14
3501004;100;96.44;74.38;10.99;13.5;3.8;104.7;53.93;1.9;5.1;25
3501103;0;100;72.67;10.81;46.3;4.9;270.3;75.68;4.9;19.5;21
3501152;0;36.53;69.68;7.05;0;0;41.5;70.54;1.2;2.4;12
3501202;0;0;69.49;8;0;0;400;84;2.6;7.7;35
3501301;72.54;75.7;76.08;10.53;7.7;2.1;31;79.88;0.4;3.4;14
3501400;100;100;91.35;18.6;0;4.3;0;39.53;0;2.2;6
3501509;100;100;78.73;8.51;0;3.3;0;44.68;3.3;0;11
3501608;0;52.62;72;8.08;18.4;0.3;23.1;77.23;0.8;3.2;16
3501707;0;9.02;71.1;9.53;69.6;0;36;82.73;2.3;3.2;10
3501806;0;0;71.24;12.5;0;0;0;85.71;1.8;5.3;21
3501905;73.26;86.46;65.49;8.49;54.1;3;68.5;75.48;4.3;2.9;14
3502002;0;100;63.5;8.7;0;0;217.4;63.04;2.3;4.7;11
3502101;6.1;63.61;77.98;8.89;11.6;0.2;112.8;81.81;1.3;4;21
3502200;14.85;51.67;66.49;7.31;24.3;0.9;66.4;68.77;0.9;3.6;12
3502309;0;100;80.51;5.8;0;3.5;0;44.93;1.8;3.5;22
3502408;87.41;100;83.46;25.58;0;5.4;0;65.12;2.7;0;12
3502507;36.67;63.78;81.68;7.38;14.3;1.4;38.8;78.64;0.9;2.3;7
3502606;75.03;65.25;80.05;11.36;18;2.2;227.3;79.55;4.5;11.2;31
3502705;67.12;93.39;76.27;5.29;16.7;2;83.6;49.03;2.8;3.6;8
3502754;0;100;76.32;11.36;0;0;36.6;63.37;0.6;3.5;8
3502804;32.19;83.97;79.27;10;27.3;1.9;40.9;78.64;1.8;3.5;15
3502903;38.87;78.87;72.89;7.33;0;1.1;24.4;50.37;0.4;1.8;1
3503000;65;100;80.62;7.32;0;3.9;0;73.17;1.9;0;12
3503109;0;48.29;72.71;8.57;26.1;0;142.9;58.57;3.3;11.4;11
3503158;100;100;109.14;14.29;0;4;0;66.67;0;16;32
3503208;13.71;46.2;66.39;8.14;11.4;0.7;19.7;75.95;1.5;3.4;15
3503307;51.22;52.39;70.99;8.24;61.6;1.4;13.5;74.66;0.7;2.5;14
3503356;100;100;71.04;0;0;5.2;0;41.67;5.2;5.2;38
3503406;43.75;76.08;76.72;11.24;28.1;2.6;112.4;73.03;1.3;10.2;19
3503505;93.5;100;64.41;8.16;0;2.7;204.1;26.53;2.7;8.1;22
3503604;0;80.67;95.18;6.54;0;2.8;65.4;55.56;0.9;1.9;21
3503703;38.87;67.6;76.84;10.81;4.7;1.2;90.1;88.29;4.7;7;10
3503802;63.45;62.07;76.76;8.22;0;2;17.5;56.47;1.6;0.9;14
3503901;0;25.95;79.41;8.48;1.2;0;7.6;56.74;0.4;2.3;21
3503950;0;0;74.79;0;0;0;0;64.71;0;0;23
3504008;24.46;48.62;63.49;9.39;19;1.2;72.2;66.21;1.6;4.1;11
3504107;10.89;47.33;80.18;9.63;3.8;0.7;15.4;58.86;0.6;1.3;9
3504206;0;100;77.86;11.26;21.1;0;132.5;71.52;2.8;6.3;15
3504305;0;0;67.09;8.06;0;0;0;46.77;0;2;9
3504404;85.45;99.08;77.46;7.84;0;2.7;0;69.93;0;0;10
3504503;16.35;35.54;70.91;9.31;11.5;0.5;59.3;42.08;1.6;3.1;17
3504602;0;63.71;75.36;6.75;0;0;61.3;75.46;1.4;2.7;23
3504701;0;63.87;85.12;25;0;0;0;75;8.1;8.1;6
3504800;0;36.47;68.27;10.87;0;0;0;86.96;1.2;1.2;16
3504909;63.76;55.44;65.54;5.22;14.7;2;87;56.52;2;6.8;15
3505005;100;100;72.64;22.86;0;3.2;0;57.14;0;16;20
3505104;0;43.2;77.17;12.63;0;0;0;68.42;1.5;1.5;16
3505203;31.11;45.09;70.05;8.03;16.5;0.9;83.1;60.66;1.3;2.5;14
3505302;0;8.28;69.93;7.9;19.9;0;54.5;66.49;2;2.3;11
3505351;64.39;100;84.05;5.17;0;3.8;0;46.55;1.9;0;4
3505401;89.62;100;85.07;12.17;0;5.2;87;20.87;1.3;2.6;12
3505500;12.15;39.61;70.48;10.29;40.8;0.5;42.9;87.71;2.2;3;24
3505609;0;22.08;86.95;9.54;10.2;0.4;20.7;51.66;0.4;4.2;9
3505708;0;89.94;76.6;8.85;15.9;0;12.9;50.09;0.8;2.2;30
3505807;64.55;70.16;76.09;7.25;27.9;2.4;76.3;50.76;1.5;4.4;16
3505906;24.44;47.81;76.22;9.64;15.9;0.7;44.5;62.17;1.2;1.6;11
3506003;3.84;20.87;71.12;8.76;23.3;0.2;31.6;68.1;1;3;11
3506102;40;54.1;72.12;7.68;10.7;1.5;11.6;83.35;2.7;2;14
3506201;100;100;88.47;11.9;0;3.7;238.1;59.52;3.7;0;18
3506300;64.03;83.52;71.84;5.63;14.8;1.9;140.8;40.85;2.8;6.5;20
3506359;0;61.04;82.07;4.81;10.7;0;52.2;54.86;2.1;3.1;14
3506409;46.04;100;88.73;4;17;4.3;133.3;82.67;4.3;8.5;17
3506508;0;70.33;70.23;9.3;15.6;1.7;39.1;78.83;0.6;1.9;10
3506607;11.64;80.94;65.09;10.3;4.9;1;50.3;42.21;0.7;1.4;9
3506706;0;64.5;72.84;7.92;9.5;1.5;49.5;74.75;2.2;4.4;6
3506805;0;54.41;74.91;6.71;27.6;1.8;122;87.2;2.8;6.4;19
3506904;0;0;75.29;6.4;0;0;80;43.2;0;4.2;24
3507001;0;20.04;69.07;7.83;8.7;0;55.9;70.63;0.8;2.1;17
3507100;0;0;77.85;8.24;5.6;0;37.5;60.67;1;2.5;23
3507159;86.95;75.6;71.52;5.36;0;2.8;0;51.79;0;8.4;12
3507209;0;0;90.91;0;0;0;0;80;12.4;0;35
3507308;77.72;100;77.52;12.31;0;2.3;0;55.38;2.3;0;9
3507407;0;100;71.76;5.03;11;2.8;188.7;79.25;2.8;9.6;9
3507456;100;100;102.35;7.32;0;4.4;0;73.17;4.4;0;26
3507506;21.17;36.82;69.54;10.22;46.3;0.8;54.7;53.41;1.1;1.9;23
3507605;40.2;51.41;70.46;8.82;13.1;1.2;39;65.85;1.2;2.7;17
3507704;68.41;100;70.95;16.67;0;4;0;77.08;0;6;17
3507753;100;100;92.65;8.33;0;3.9;0;70.83;0;3.9;3
3507803;16.84;29.29;79.21;11.51;0;0.5;39.7;56.75;2.4;3.8;21
3507902;0;13.26;75.73;9.69;16.2;0.5;103.8;42.56;2.3;3.2;16
3508009;57.04;49.6;67.84;9.36;0;1.6;29.2;50.88;0.5;0.5;11
3508108;22.06;95.93;73;9.14;14.3;1.9;53.8;61.83;1.3;5.8;17
3508207;84.23;100;73.54;17.02;0;2.5;0;82.98;2.5;0;30
3508306;0;100;69.94;7.27;0;2.3;0;54.55;2.3;4.6;11
3508405;0;7.03;67.88;7.24;8.7;0;14.8;52.88;1;3.6;1
3508504;28.35;63.39;69.72;9.28;7.9;1.5;22.8;73.31;0.9;1.8;17
3508603;69.66;77.89;77.57;7.36;13.3;3;25.4;82.23;1.3;2.3;12
3508702;0;15.54;73.55;7.14;34.5;0;51;55.61;1.6;4.3;11
3508801;61.69;71.52;72.79;10.31;28.3;1.8;76.3;75.19;1.2;6.6;4
3508900;100;100;80.59;3.7;0;4.9;0;74.07;0;0;12
3509007;0;20.41;78.53;8.31;3.4;0;22.3;55.56;0.6;0.7;12
3509106;100;100;92.37;2.13;0;4;0;76.6;4;4;14
3509205;32.51;56.54;75.63;6.95;11.1;1.6;28.6;53.05;0.9;4.7;14
3509254;0;51.84;69.85;4.68;4.6;1.1;63.8;25.96;1.1;1.4;15
3509304;34.47;89.92;74.2;10.53;26.6;2;87.7;91.23;3.1;8.2;22
3509403;70.95;100;73.21;10.39;21.4;2.6;77.9;74.81;1.3;6;16
3509452;100;100;89.57;6.02;0;3.6;120.5;67.47;0;1.8;17
3509502;14.58;65.65;66.67;9.71;12.8;1.4;16.7;63.22;0.4;2;15
3509601;0;0;74.65;8.62;5.9;0.1;9;43.45;0.3;1.2;5
3509700;51.93;45.16;75.75;10.25;67.4;2.5;50;53.75;1.7;5.6;19
3509809;68.81;59.83;74.62;8.77;0;4.4;0;43.86;0;0;9
3509908;0;100;68.47;7.77;0;3.3;51.8;24.35;1.6;2.5;9
3509957;72.4;62.96;84.83;6.56;0;2.3;0;90.16;0;2.3;15
3510005;22.42;19.5;71.24;7.06;13.4;0.7;56.5;62.71;1;2.3;12
3510104;100;0;72.5;21.74;0;3.7;434.8;69.57;3.7;7.5;7
3510153;72.74;63.25;92.6;14.93;0;2.3;0;50.75;2.3;0;6
3510203;14.89;58.27;76.15;8.39;16.2;1.5;55;57.63;0.6;1.7;10
3510302;0;34.82;66.08;7.5;0;0;41.7;54.58;1.1;2.9;5
3510401;7.45;19.43;84;9.48;11.9;0.6;70.7;64.92;1.2;2.5;13
3510500;0;74.9;70.11;9.73;10.4;2;33.3;63.2;0.7;2.7;18
3510609;0;14.51;67.35;9.12;5.7;0;10.4;50.31;0.2;0.8;7
3510708;59.36;100;68.32;11.2;15.2;0;160;64;1.7;6.8;45
3510807;24.48;42.57;74.36;8.01;155.4;0.7;110.5;63.54;0.7;6.7;14
3510906;100;100;90.88;21.05;0;3.8;0;47.37;7.6;7.6;25
3511003;21.34;55.68;66.58;7.69;16.7;1.1;42.7;67.52;1.7;0;18
3511102;54.09;62.71;82.03;12.1;37.7;1.7;97.7;82.79;2.3;6.7;17
3511201;47.59;41.38;77.85;6.85;0;0;137;79.45;1.4;1.4;8
3511300;0;36.33;76.04;10.23;0;0;113.6;79.55;2.5;5;22
3511409;39.8;69.22;75.15;10.96;18.8;2.3;43.9;47.37;1.7;4.6;13
3511508;9.03;70.68;78.13;8.7;7.8;2.3;77.4;70.99;1.3;2;3
3511607;0;20.03;63.5;6.77;11.6;0;52.1;57.81;1.9;5.1;10
3511706;0;0;70.49;11.76;17.2;0;45.2;60.63;2;6;7
3511904;52.42;91.16;79.27;4.55;28.3;2.8;90.9;76.36;2.8;8.5;13
3512001;0;16.91;80.94;7.73;23;0;45.5;90.45;1.7;6.3;43
3512100;100;94.56;73.38;8.51;33.4;3.3;106.4;89.36;1.7;8.3;23
3512209;14.09;61.26;71.97;10.16;17.4;2;52.1;52.34;1.2;3.2;14
3512308;0;100;75.4;7.29;22.7;3.7;242.9;51.42;1.8;6.1;9
3512407;0;72.39;66.73;11.07;0;1.9;67.1;59.06;1.4;1.9;5
3512506;65.71;100;80.88;15.22;0;3.8;0;78.26;0;0;13
3512605;0;0;74.01;3.64;0;0;181.8;50.91;2;0;9
3512704;0;100;69.77;10.2;0;0;0;57.14;2.6;15.5;8
3512803;11.64;35.41;73.17;7.4;10.4;0.8;113.9;58.77;1.2;3.7;13
3512902;0;42.66;71.26;4.23;0;1.4;0;83.1;1.4;4.2;63
3513009;1.9;18.13;70.77;10.45;8.7;0.5;18.9;50.07;0.5;1.1;22
3513108;0;38.9;86.53;8.83;7.3;0.3;47.7;52.74;0.9;3.5;9
3513207;0;80.69;77.77;7.45;0;1.3;0;46.81;1.3;2.6;27
3513306;100;100;71.01;11.11;0;4.4;0;70.37;8.8;4.4;29
3513405;21.57;33.77;71.75;9.84;13.9;0.6;29.8;59.15;0.8;2.6;11
3513504;21.3;83.34;82.75;9.88;11.3;1.7;26.8;55.45;0.8;2.8;26
3513603;29.07;88.48;80.06;7.55;11;1.8;71.9;85.97;0.9;6.9;11
3513702;44.71;100;68.26;5.7;7.4;1.9;57;69.8;2.9;2.9;10
3513801;45.11;86.74;72.59;9.4;12.7;1.9;11.2;53.87;0.8;2;17
3513850;100;100;57.89;5;0;5.9;0;70;5.9;11.8;91
3513900;0;52.9;69.72;9.76;174;0.9;162.6;85.37;2.7;8;12
3514007;0;0;71.96;6.06;0;0;0;73.48;1.3;1.3;13
3514106;39.75;80.65;75.55;8.25;17.8;1.2;50;49.75;1.2;3.2;14
3514205;100;100;93.9;4;0;4.8;0;88;4.8;14.3;22
3514304;0;65.71;68.4;6.82;13.9;2.3;113.6;87.5;1.2;11.6;6
3514403;0;33.85;72.59;7.88;25;0;121.2;83.64;0.9;5.3;25
3514502;80.88;70.33;73.02;7.59;62.9;2.4;69;61.38;2.4;5.7;20
3514601;0;71.89;80.03;12.5;0;0;104.2;61.46;2.5;6.1;4
3514700;100;100;80.8;4.6;0;4.7;114.9;41.38;1.6;6.3;5
3514809;47.54;82.68;70.98;7.33;4.8;0.7;86.2;24.57;0.7;2.7;13
3514908;67.59;58.78;74.22;8.57;3.8;1.9;0;64.29;1.3;3.8;16
3514924;100;90.44;79.3;8.33;0;3.2;0;87.5;3.2;3.2;21
3514957;100;100;71.57;17.86;0;4.1;0;67.86;0;4.1;44
3515004;12.48;39.8;75.37;9;3.2;0.6;6.6;41.88;0.2;1.1;19
3515103;16.66;38.62;74.87;10.22;3.3;0.6;10.9;38.15;0.5;1.8;12
3515129;100;94.22;70.22;0;0;3.3;0;65.38;3.3;3.3;10
3515152;72.38;62.94;67.35;11.34;0;1.9;40.5;46.56;1.9;2.5;5
3515186;0;42.59;62.76;9.81;92.8;1;42.6;75.05;1.9;4.1;4
3515194;77.91;100;90.59;11.48;0;2.4;0;67.21;2.4;4.7;23
3515202;0;33.18;65.05;8.6;11;0;0;66.67;2.4;12.2;14
3515301;100;100;75.61;16.67;0;3.8;0;75;0;0;16
3515350;100;100;81.17;9.3;0;4.2;155;45.74;1;1;29
3515400;0;60.12;82.37;7.54;11.1;0.7;100.5;51.26;2;4.6;16
3515509;65.16;75.54;78.94;10.1;14.2;2;57.7;82.68;1.1;2.3;15
3515608;100;100;77.65;8;0;3.6;200;90;1.8;5.4;8
3515657;100;100;92.69;15.38;0;6.4;0;61.54;6.4;0;21
3515707;0;13.39;72.03;9.05;11.2;0.7;21;43.48;0.5;1.2;9
3515806;100;100;65.05;0;0;5.7;0;71.43;0;0;12
3515905;0;100;93.46;12.5;0;0;0;83.33;0;0;9
3516002;25.07;21.8;81.85;5.33;28.8;0.8;66.7;72.67;2.3;7;19
3516101;100;100;66.16;19.51;0;3.5;0;41.46;0;3.5;16
3516200;0;28.1;76.68;9.01;13.1;0.2;17.7;58.26;1;1.2;18
3516309;15.35;34.33;78.84;9.64;6.1;1;14.7;43.03;0.6;1.4;16
3516408;5.25;15.99;68.15;9.84;61.5;0.4;23.1;47.58;0.6;1.4;17
3516507;100;100;74.04;5.56;0;3.7;555.6;88.89;3.7;0;16
3516606;100;100;69.81;5.8;34.2;4.3;144.9;52.17;4.3;8.6;15
3516705;79.53;69.16;66.94;7.19;76.8;2.3;35.1;64.91;3.5;3.5;14
3516804;0;72.85;71.06;11.67;0;0;0;88.33;0;4.8;7
3516853;100;100;84.95;10.94;0;4.5;156.3;59.38;0;20.4;7
3516903;0;0;66.99;15.7;10.3;0;165.3;77.69;3.7;6.6;13
3517000;31.48;27.37;86.11;5.98;39;0.9;85.5;69.23;1.9;8.4;15
3517109;75.87;100;68.35;15.69;0;4.4;0;80.39;0;4.4;21
3517208;30.79;80.31;82.5;6.49;0;0.9;0;72.08;0.9;0.9;3
3517307;100;100;86.38;12.68;0;3.7;0;61.97;3.7;5.5;10
3517406;80.28;85.32;74.98;9.46;11.2;2.4;67.6;90.77;2.7;3.5;28
3517505;38.47;100;70.54;9.81;0;1.7;46.7;82.24;1.1;2.8;15
3517604;82.43;100;71.74;8.82;10;3.9;73.5;61.03;1.1;3.3;9
3517703;71.99;78.26;71.56;9.62;15.1;2;125.5;67.78;2.5;3.5;4
3517802;39.85;69.31;71.29;6.93;23.7;1.2;99;73.27;1.2;8.3;17
3517901;72.95;63.43;83.56;6.82;0;2;151.5;81.82;0;3;38
3518008;100;100;64.77;5.26;0;5.1;526.3;84.21;5.1;10.2;34
3518107;0;89.82;77.63;7.32;37.5;3.1;122;36.59;1.6;9.4;6
3518206;0;10.12;74.73;7.48;9.8;0;23.4;62.15;0.7;2.3;21
3518305;0;33.37;74.24;5.41;10.8;0;73.7;76.66;1.9;4.3;16
3518404;21.3;23.82;77.77;9.73;24.4;0.6;34.3;78.68;1.5;2.7;9
3518503;69.38;80.44;80.25;6.16;0;2.1;68.5;42.47;1.4;4.8;0
3518602;10;8.69;78.38;6.31;14.4;0.3;18.6;65.12;1.1;2.3;15
3518701;2.24;25.32;85.71;8.41;8.9;0.3;15.5;59.19;0.5;1;13
3518800;10.09;32.09;71.14;9.51;11.3;0.5;8.8;54.04;0.5;1.5;16
3518859;0;94.01;76.86;11.36;0;0;113.6;40.91;2.9;7.2;14
3518909;0;0;113.63;4.92;0;0;0;52.46;0;2.1;20
3519006;75.62;65.75;78.4;3.33;21.8;2.3;83.3;48.33;2.3;6.9;19
3519055;100;88.03;76.3;5.56;0;2.7;55.6;77.22;1.8;3.5;24
3519071;0;32.06;73.16;8.46;3.5;0.6;10.9;59.61;0.4;2.4;18
3519105;70.9;92.48;87.13;6.02;25;3;75.2;63.91;4;6;14
3519204;50.15;87.22;73.41;6.33;23.4;3.1;0;55.7;0;6.2;18
3519253;60.98;53.02;69.66;3.95;0;1.6;0;25;0;1.6;31
3519303;0;70.67;76.79;8.23;20.2;2;20.6;79.01;2.3;3.3;8
3519402;61.93;100;69.3;8.89;8.3;1.8;148.1;73.33;1.8;6.4;15
3519501;0;82.93;60.59;5.81;0;1.5;0;75.58;1.5;1.5;9
3519600;0;11.29;73.96;9.8;9.8;0.4;28.4;76.99;1.3;3.8;10
3519709;0;13.35;76.08;9.73;11.2;0.4;10.9;46.45;0.3;1.1;2
3519808;52.88;100;60.46;16.22;0;1.3;90.1;78.38;2.7;5.4;21
3519907;87.83;76.37;74.13;7.48;36.7;2.6;93.5;80.37;2.6;10.5;38
3520004;0;0;75.36;11.7;28.7;0;27.9;61.28;0.9;3;14
3520103;12.22;21.25;85.25;9.19;11.4;0.4;27;75.14;0.7;2.5;8
3520202;77.09;67.04;79.83;7.44;17;2.3;82.6;48.76;2.3;4.5;19
3520301;11.25;68.46;71.5;7.08;11.8;1.7;81.7;27.79;0.7;2.8;11
3520400;100;100;75.17;9.45;13.1;3.2;41.1;42.51;1.4;11;9
3520426;100;89.2;88.16;7.56;0;3.3;84;25.21;2.2;4.4;13
3520442;0;71.59;65.94;5.96;29.9;2;140.4;77.89;2.8;3.6;12
3520509;11.26;22.85;71.89;9.17;10.5;0.4;39.4;69.42;1;2;14
3520608;0;100;85.9;6.56;0;4.1;0;80.33;0;0;34
3520707;87.36;75.97;76.99;15.38;12.8;2.6;192.3;84.62;5.1;23.1;44
3520806;89.82;78.1;74.5;0;0;2.8;222.2;86.67;2.8;8.3;26
3520905;25.35;44.09;72.66;9.63;15.4;1.5;160.4;59.89;2.9;3.7;17
3521002;0;54.49;75.05;7.61;0;0.4;26.2;58.79;0.7;1.1;10
3521101;0;100;71.35;7.79;0;1.7;129.9;64.94;1.7;1.7;8
3521150;0;70.54;69.64;9.43;0;0;0;77.36;2.2;4.5;23
3521200;100;62.64;73.91;5.36;0;4.7;178.6;14.29;0;0;19
3521309;0;56.66;79.08;13.94;19.8;2.1;48.1;83.65;5.7;6.4;7
3521408;0;45.69;68.51;6.75;0;0.5;39.7;63.89;1.5;2;4
3521507;98.88;85.98;76.48;14.29;0;2.7;129.9;63.64;1.4;1.4;15
3521606;43.82;100;69.55;7.25;0;2.6;0;78.26;1.3;2.6;25
3521705;0;84.87;70.7;7.63;16.8;2.8;127.1;57.63;1.1;3.9;15
3521804;42.96;62.26;81.97;8.62;12.9;1.2;0;47.38;1.2;2.5;15
