Municipality_code;Oral_Health_Strategy_coverage;Primary_health_coverage_for_poor_residents_.last.year.;Vaccination_coverage_...;Low_birth_weight_...;Hospital_beds_per_10.000_residents;Family_Health_Strategy_teams_per_10.000_residents;Ultrasound_machines._per_10.000_live_births;cesarean_deliveries;Xray_machines_per_10.000_residents;Life_support_equipment_per_10.000_residents;Mammographies_per_100_women
3151107;100;100;77.17;5.63;41.5;3.9;70.4;85.21;1;6.8;26
3151206;25.69;72.61;93.89;7.75;13.5;2.4;60.5;50.36;0.2;4.3;6
3151305;63.12;82.33;78.72;6.77;21.2;2.8;0;76.69;1.8;2.8;14
3151404;26.5;57.61;84.61;8.86;16.2;1.6;28.6;66.57;0.4;2;19
3151503;100;92.08;85.38;4.62;28.5;3.1;86.7;61.56;1.6;2.2;38
3151602;30.98;80.8;83.54;6.25;0;2.9;69.4;63.89;1;4.8;13
3151701;21.68;75.4;74.56;12.66;18.8;2.5;63.3;62.66;1.3;3.8;15
3151800;6.83;57.45;75.74;9.1;15.9;1.6;44.2;66.52;1.4;2.8;18
3151909;78.5;100;101.22;7.79;30;3.3;0;67.53;1.1;2.2;13
3152006;57.64;80.19;76.07;9.14;7.6;2.7;49.4;30.37;0.7;4.1;24
3152105;77.79;72.85;86.2;9.55;24;2.3;104.5;57.76;2.3;5.2;11
3152131;80.57;100;90.49;6.9;0;5;0;39.66;2.5;5;6
3152170;100;78.55;82.72;13.02;0;4.4;59.2;30.18;0;1.8;11
3152204;100;100;95.55;7.53;11.4;3.5;38.6;52.32;0.5;3.7;6
3152303;94.19;100;69.33;5;27.8;3.8;0;47.5;1;2.9;24
3152402;90.57;100;85;11.48;19.1;3.2;95.7;26.79;0.6;5.7;10
3152501;0;60.95;74.71;10.51;13.6;1.6;34.3;61.34;0.8;4.2;10
3152600;100;92.39;84.81;8;48.3;3.2;133.3;85.33;1.6;11.3;33
3152709;0;100;91.55;11.43;32.2;3.6;95.2;52.38;3.6;8.3;10
3152808;25.69;44.68;81.89;9.25;9.7;1.2;0;91.94;1.6;3.5;3
3152907;100;100;72.98;13.98;31.8;4.5;0;67.74;1.1;7.9;44
3153004;100;87.34;83.23;0;0;3.1;526.3;68.42;6.1;3.1;9
3153103;58.94;100;85.3;13.33;23.5;3.6;0;53.33;0;3.6;26
3153202;78.68;100;87.47;19.35;0;5.1;0;45.16;0;0;30
3153301;100;97.24;76.71;8.62;0;3.4;0;31.03;3.4;6.8;41
3153400;36.34;94.79;77.87;2.78;10.8;3.2;46.3;44.91;1.1;5.4;11
3153509;100;100;81.01;7.77;0;3.6;0;54.37;0;1.2;15
3153608;0;100;85.2;12.06;0;3.1;0;41.13;0;3.1;17
3153707;100;89.47;78.87;14.29;0;3;0;62.86;0;3;9
3153806;100;100;94.57;4.76;0;5.4;0;57.14;5.4;0;27
3153905;0;0;73.28;12.9;0;0;46.1;60.83;1.3;2;20
3154002;28.04;73.15;68.1;7.41;14.7;2.5;41.2;59.67;1.3;3.4;30
3154101;65.48;85.41;76.97;4.88;34;2.9;243.9;75.61;2.9;6.8;15
3154150;51.78;100;74.81;8.54;0;3;0;57.32;0;0;17
3154200;0;54.84;83.09;9.59;52.2;0.9;68.5;43.84;0.9;4.6;33
3154309;19.59;85.19;83.57;7.43;31.6;2.3;99;59.41;0.6;4.7;22
3154408;100;100;72.09;16.67;0;4.2;166.7;71.67;0;2.1;13
3154457;81.78;71.12;117.1;10.2;13.7;3.7;204.1;48.98;2.5;2.5;0
3154507;71.02;100;85.84;7.53;0;4.3;0;33.56;2.1;0;6
3154606;5.93;36.93;83.82;10.27;3.3;1.3;9.1;36.73;0.3;0.2;19
3154705;87.61;76.18;82.37;5.56;41.8;2.6;0;52.78;5.2;13.1;31
3154804;0;69.08;82.5;10.53;0;2.2;75.2;60.9;2.2;6.6;23
3154903;69.98;81.14;73.03;11.05;21.8;2.8;116.3;43.02;1.4;3.5;8
3155009;100;100;83.99;10;0;4.1;0;70;4.1;12.2;10
3155108;100;100;92.48;2.27;17.3;3.8;0;22.73;3.8;1.9;9
3155207;100;100;78.92;7.14;41.2;4.9;0;76.19;3.3;9.9;6
3155306;65.51;100;91.42;7.69;0;3.8;0;53.85;0;0;18
3155405;100;96.77;82.88;15.79;24.1;3.4;131.6;50;3.4;8;15
3155504;31.39;81.89;72.03;7.94;16.8;2.5;79.4;68.25;0.8;5;7
3155603;100;100;86.95;8.29;13.7;3.4;50.3;37.69;1;0;11
3155702;0;40.41;86.82;15.06;23.3;0;60.2;45.18;0.7;3.5;12
3155801;0;51.85;80.68;8;38;1.8;114.3;61.71;1.8;8.8;21
3155900;100;100;101.12;17.78;43.5;3.8;222.2;60;1.9;13.2;25
3156007;67.46;78.21;162.46;8.57;23.5;2.9;57.1;23.43;2.2;2.9;9
3156106;0;100;86.83;11.54;0;2;0;55.77;0;10.2;22
3156205;100;100;89.07;3.33;0;4.7;0;50;0;9.5;10
3156304;100;91.06;66.83;10.78;0;2.9;0;85.29;0;0;27
3156403;94.88;82.51;85.66;14.71;38.9;2.8;588.2;64.71;2.8;8.3;8
3156452;79.09;100;77.52;11.63;0;4.7;0;37.21;0;0;19
3156502;85.22;100;86.52;12.12;0;3.9;0;31.31;1.3;2.6;14
3156601;100;91.32;82.85;5.65;54.4;3;80.6;25;1;4;7
3156700;2.73;26.15;79.22;9.11;11.7;0.6;17.1;42.77;0.6;0.6;4
3156809;42.26;100;83.83;9.09;33.7;3.8;86.6;37.23;0.6;2.5;18
3156908;89.56;100;79.92;9.01;16.3;2.5;155.3;65.84;5.4;4.6;18
3157005;53.37;77.34;90.35;8.09;13.3;2.6;49.5;38.61;0.5;2.3;6
3157104;96.41;83.83;95.65;9.82;72.9;4.4;89.3;41.96;1.5;8.7;14
3157203;75.08;87.05;94.15;7.85;14.7;2.9;26.2;44.24;1.1;3.2;18
3157252;88.89;100;89.77;9.73;0;3.9;0;53.98;0;0;12
3157278;100;100;81.61;11.11;0;3.6;0;53.33;0;0;3
3157302;100;100;91.3;9.26;0;4.4;0;70.37;0;2.2;5
3157336;0;39.11;99.35;11.11;0;2.5;0;48.15;0;0;3
3157377;100;100;88.05;3.13;0;4.5;0;35.94;4.5;0;7
3157401;100;100;77.15;5.41;0;4;270.3;35.14;4;0;8
3157500;75.53;65.67;96.73;5.8;0;2.2;0;39.13;0;0;7
3157609;83.56;100;93.47;8.7;0;5;0;32.61;5;5;14
3157658;100;97.94;82.4;13.4;0;3.3;0;21.65;0;3.3;5
3157708;59.63;51.85;87.55;5.92;26.5;1.8;65.8;67.11;0.9;3.5;19
3157807;0;55.7;81.29;10.99;5.6;2;19.6;55.56;0.3;0.8;6
3157906;69.9;100;89.23;8.91;20;3.3;40.5;55.06;0.7;4.7;10
3158003;63.76;83.17;87.68;7.63;19;2.8;76.3;45.8;1.9;6.6;3
3158102;100;100;96.69;9.38;11.4;3.8;0;42.19;1.9;0;0
3158201;23.11;20.09;80.37;5.69;26.4;0.7;47.4;38.39;0.7;2.8;5
3158300;0;100;83.84;18.42;0;2.8;0;56.58;1.4;1.4;31
3158409;100;100;68.98;2.56;0;5.5;0;76.92;0;2.8;25
3158508;39.12;100;95.22;6.02;0;3.7;0;27.71;0;2.5;29
3158607;86.75;75.43;89;10.64;0;2.6;0;36.17;0;0;12
3158706;100;100;61.93;14.29;0;4.5;0;64.29;4.5;0;3
3158805;73.16;100;74.94;6.38;0;4.3;0;68.09;0;2.2;18
3158904;100;100;78.62;11.76;0;3.5;0;50;1.2;0;14
3158953;55.88;72.89;78.35;9.87;0;1.5;0;51.17;0.4;2.2;10
3159001;100;100;114.4;7.69;0;5;0;25.64;5;7.5;4
3159100;83.45;72.57;74.26;14.71;0;2.6;0;70.59;0;2.6;9
3159209;73.93;96.43;91.88;9.09;10;3.3;0;79.22;0;5.5;19
3159308;100;100;82.61;4.55;32;4;227.3;63.64;2;12;1
3159357;100;100;102.25;8.25;0;3.1;0;46.39;0;0;19
3159407;89.68;77.98;86.06;3.13;0;2.8;0;59.38;2.8;2.8;8
3159506;100;100;83.51;3.95;0;3.5;0;65.79;0;0;14
3159605;0;16.6;75.51;9.74;11.9;1.6;20.3;69.37;0.8;2.4;4
3159704;0;88.05;84.06;8.11;0;3.1;540.5;56.76;0;0;17
3159803;100;94.99;80.72;10.04;13.8;2.8;154.4;84.17;1.7;4.4;1
3159902;76.14;99.31;82.32;14.16;20.2;3.5;88.5;69.47;1.7;7.5;31
3160009;95.83;83.33;83.25;3.45;0;2.8;0;65.52;2.8;5.7;21
3160108;100;100;82.46;13.64;0;4.9;0;47.73;7.3;7.3;39
3160207;100;100;80.58;9.09;0;4.8;181.8;18.18;0;2.4;39
3160306;100;100;87.98;7.94;0;4.2;0;40.21;0.8;0;2
3160405;93.25;81.08;77.48;7.93;25.4;2.7;141.6;81.3;1.5;5.4;27
3160454;100;100;104.07;11.11;0;4.3;0;30.77;0;1.4;5
3160504;100;100;97.89;9.52;0;5.6;0;47.62;5.6;0;4
3160603;93.93;81.68;79.11;3.57;0;3.1;0;46.43;0;3.1;26
3160702;0;50.8;72.72;11.43;10.6;1.5;17.9;63.04;1.1;2.8;16
3160801;73.17;63.63;90.97;4.84;0;2.2;0;43.55;0;2.2;27
3160900;94.34;82.03;91.54;8.89;0;2.8;0;75.56;0;2.8;2
3160959;100;100;83.63;11.39;0;3.7;0;64.56;1.8;1.8;25
3161007;57.96;100;104.33;7.53;19.6;3.5;0;51.61;0.6;4;12
3161056;99.02;86.11;117.99;6.98;0;3;0;41.86;0;0;28
3161106;56.31;70.73;85.43;7.04;12.3;2;10.1;31.26;0.2;1.9;4
3161205;54.04;100;73.33;10.17;0;4.6;0;57.63;1.5;4.6;18
3161304;64.92;56.45;92.02;5.45;12.1;1.7;0;63.64;1.7;3.5;27
3161403;100;100;87.72;4.26;0;5.8;0;76.6;0;0;26
3161502;70.08;91.41;77;5.38;0;2.9;0;82.8;0;0;10
3161601;0;100;85.3;6.15;0;2.3;0;52.31;2.3;0;14
3161650;99.68;86.68;87.27;4.35;0;2.9;0;60.87;0;0;0
3161700;0;91.66;86.3;13.43;0;3.2;0;46.27;0;1.6;19
3161809;30.68;100;70.22;11.38;0;3.8;0;43.9;0;0;15
3161908;100;100;97.98;7.95;0;4.1;0;43.18;1;9.2;18
3162005;29.2;25.39;102.37;10.21;25.5;0.8;0;57.96;0.8;4.2;3
3162104;63.54;64.46;84.84;11.16;9.7;1.9;22.3;71.21;0.3;2.2;4
3162203;95.86;83.36;83.71;3.57;37.8;2.9;178.6;30.36;2.9;10.2;58
3162252;100;100;94.08;0;0;4.3;0;32.35;2.1;6.4;9
3162302;100;100;98.91;0;0;3.7;0;53.57;0;0;20
3162401;100;100;86.01;4.58;14.6;4.3;32.7;34.31;0.4;1.2;6
3162450;100;100;81.01;7.61;0;3.4;0;14.13;1.7;0.9;0
3162500;4.03;35.09;80.02;9.02;18.5;1.3;63.7;61.46;1.1;3.2;15
3162559;69.83;91.08;79.44;10.22;0;2.9;0;64.23;0;0;11
3162575;0;100;101.63;2.56;0;3.9;0;69.23;1.9;0;9
3162609;100;100;77.26;7.06;0;3.8;0;52.94;0;1.3;13
3162658;0;100;79.66;12;0;4.9;0;34;0;0;3
3162708;100;100;79.66;7.22;20.6;4;68.7;36.43;1.3;3.1;10
3162807;42.45;55.37;86.55;2.29;28.3;1.9;57.1;34.29;0.6;3.2;2
3162906;26.38;45.87;80.28;6.75;16.4;1.6;64.3;67.2;2.4;3.6;17
3162922;28.77;50.03;85.83;11.61;0;1.2;29.8;35.42;0.4;0;11
3162948;97.32;100;90.18;13.89;0;3;0;51.39;3;4.4;41
3162955;0;46.79;94.29;9.33;0;1.5;0;45.52;0;2;15
3163003;84.79;100;90.29;6.06;0;4.9;0;50;0;0;1
3163102;84.77;73.71;76.39;6.67;0;2.4;0;35.56;2.4;0;18
3163201;0;73.78;93.71;10;0;2.5;0;50;0;5;10
3163300;88.89;100;95.6;8.51;0;5.2;212.8;44.68;2.6;15.6;12
3163409;100;100;74.47;16.92;0;1.8;0;36.92;0;0;25
3163508;47.69;82.94;81.54;8;0;3.1;0;38.67;0;0;1
3163607;100;100;97.52;4.65;0;3.9;0;41.86;0;0;11
3163706;72.74;63.25;76.05;6.59;13.4;2.2;77.5;67.83;0.7;4.6;30
3163805;97.27;100;79.56;9.62;0;4.4;0;67.31;0;1.5;19
3163904;64.05;100;85;9.3;19.8;4;0;67.44;0;19.8;24
3164001;100;99.04;87.25;4.35;47.9;3.6;0;60.87;2.4;7.2;12
3164100;58.23;50.63;102.56;9.09;0;3.6;181.8;49.09;1.8;0;6
3164209;100;100;89.74;8.38;17.5;3.9;59.9;24.55;2.9;11.7;5
3164308;100;100;69.98;9.62;17.9;4.5;0;69.23;0;7.5;29
3164407;66.44;100;92.34;13.43;0;4;0;43.28;0;0;11
3164431;0;0;86.91;8.57;0;3.6;0;77.14;0;0;26
3164472;100;100;100.33;8.49;0;3.5;0;63.21;0;0;23
3164506;0;24.8;86.35;4.46;0;0.9;0;33.93;1.9;0;7
3164605;0;100;81.52;8.64;0;3.4;0;70.37;0;3.4;23
3164704;53.24;78.7;83.05;10.07;35.9;2.5;21.2;51.33;1.7;2.5;20
3164803;100;100;93.28;0;0;6.2;0;47.06;0;6.2;1
3164902;0;100;83.42;13.04;0;4.7;0;82.61;9.5;0;47
3165008;0;84.55;92.41;8.13;32.2;2.8;81.3;60.98;0.9;6.6;7
3165107;97.55;84.83;76.78;11.83;14.1;2.8;107.5;26.88;2.8;9.9;24
3165206;99.38;86.42;82.07;11.32;0;3;0;39.62;0;4.5;9
3165305;100;100;85.22;12.12;31.4;4.3;101;60.61;1.4;10;8
3165404;57.06;49.62;74;4.82;0;1.6;0;38.55;0;0;12
3165503;100;100;109.91;11.63;0;3.6;0;50;1.8;0;3
3165537;26.97;58.63;82.82;8.23;0;1.9;25.7;47.81;0.8;1.9;19
3165552;59.54;77.67;88.91;13.98;0;2.8;53.8;22.58;0;1.8;5
3165560;100;100;83.14;0;0;3.5;0;79.31;0;0;35
3165578;66.33;57.68;76.68;8.79;0;0;0;61.54;0;5.7;4
3165602;100;100;96.93;8.57;0;5;0;34.29;0;0;21
3165701;46.87;100;77.53;10.84;38.7;4.1;0;80.72;1.4;4.1;11
3165800;0;100;80.35;0;0;0;0;47.06;0;5.4;27
3165909;100;100;76.18;19.23;0;2.2;0;36.54;0;0;60
3166006;58.74;100;81.75;8.96;0;3.5;0;67.16;0;5.3;27
3166105;94.91;100;92.05;9.62;0;2.9;0;25;0;0;23
3166204;65.17;85;86.19;15.53;0;2.9;0;62.14;0;2.9;7
3166303;93.94;100;119.76;11.2;0;4.2;0;55.2;0;0;6
3166402;100;100;114.58;9.09;0;5.6;0;77.27;5.6;0;45
3166501;100;100;98;4.84;0;4.7;0;20.97;0;7.1;19
3166600;100;100;95.22;0;0;12.3;0;42.86;0;0;11
3166709;79.61;100;76.3;5.65;0;3.6;0;29.03;0;5.9;4
3166808;0;55.67;85.56;6.52;15.2;1.9;72.5;47.1;0.9;5.7;14
3166907;90.98;79.11;77.09;8.08;17.2;2.7;202;53.54;1.3;9.3;13
3166956;100;100;71.76;7.27;0;4.5;0;27.27;0;0;8
3167004;100;100;66.19;13.64;0;5;0;59.09;5;10;42
3167103;48.08;97.56;80.3;8.36;17.8;3.4;34.8;18.47;1;3.4;18
3167202;13.78;43.93;80.53;10.48;7.8;1.3;18;41.53;0.4;2.4;19
3167301;100;100;110.41;4.35;0;9.1;0;52.17;0;0;33
3167400;55.1;95.83;91.03;8.06;54.8;3.3;161.3;43.55;1.7;10;14
3167509;100;100;101.18;9.38;0;3.9;0;53.13;0;0;28
3167608;76.95;100;79.65;6.77;0;3.3;0;48.5;0.5;0;17
3167707;0;49.05;74.81;6.67;0;1.7;0;46.67;1.7;0;8
3167806;59.53;100;85.98;13.64;0;3.5;0;64.77;1.8;0;23
3167905;84.81;100;74.36;8.57;0;4.9;0;68.57;0;0;30
3168002;100;95.75;86.39;10.44;22.6;3.2;104.4;32.36;2.3;2.9;17
3168051;100;89.37;93.46;4.44;0;3.2;0;64.44;0;0;5
3168101;0;79.85;80.5;8.33;0;2.4;0;88.89;4.9;7.3;17
3168200;100;100;86.07;15.38;0;5.3;0;53.85;0;0;22
3168309;87.34;75.95;84.07;5.71;0;2.6;0;48.57;5.3;2.6;5
3168408;100;100;82.73;8;18.9;3.5;114.3;36.57;0.7;3.5;1
3168507;100;98.47;78.58;5.26;13.2;3.5;105.3;70.53;1.8;2.6;27
3168606;7.93;41.37;73.01;9.94;17;1.3;64.8;37.31;0.9;1.9;15
3168705;0;67.66;80.58;11.09;5.5;1.7;21.5;61.25;0.6;3.9;24
3168804;49.53;100;76.47;7.5;0;2.9;0;57.5;0;1.4;7
3168903;90.48;78.68;80.41;6.9;24.6;2.9;0;56.9;1.4;4.3;16
3169000;42.05;54.85;74.96;5.52;0;1.9;0;69.33;0;0.6;18
3169059;0;73.46;80.65;13.33;0;2.5;0;70;0;2.5;6
3169109;100;99.37;114.68;5.66;0;3.5;0;52.83;3.5;3.5;6
3169208;100;100;79.44;4.58;45.1;4.2;152.7;88.55;2.1;9.4;31
3169307;13.66;31.67;82.99;8.35;28.9;1.1;48;60.65;1.6;3.3;17
3169356;0;74.89;79.4;8.12;15.2;2.1;26.2;47.12;0.7;3.9;20
3169406;25.49;16.62;77.92;10.97;17.1;0.7;27.4;59.53;1.3;3;20
3169505;55.66;96.81;88.34;15.05;0;4.8;107.5;50.54;0;0;5
3169604;28.94;62.92;84.2;11.36;5.8;2.1;0;84.09;1.2;2.5;3
3169703;100;99.26;108.7;9.12;28.2;3.3;36.5;30.29;1.7;3.3;43
3169802;100;100;106.01;15.49;0;4.3;0;47.89;0;0;15
3169901;17.3;60.18;84.98;11.47;42.8;1.7;63.3;83.39;1.5;3.6;15
3170008;82.81;100;83.93;8.02;0;4.3;47.2;37.26;0;0.9;5
3170057;54.93;95.53;84.66;12.5;0;3.3;0;65.79;0;0;16
3170107;47.72;59.71;79.83;9.41;18.7;1.7;44.7;67.17;1.3;3;23
3170206;0.54;25.93;79.38;10.35;12;0.7;39.2;88.14;1.1;2.9;23
3170305;100;100;91.12;0;0;3.7;0;20;0;0;49
3170404;0;38.4;80.56;7.92;6.1;1.2;19.3;57.14;0.6;1.9;1
3170438;0;63.36;99.31;9.62;34;2.3;192.3;61.54;2.3;11.3;14
3170479;100;100;90.93;4.35;0;3.1;217.4;36.96;0;0;0
3170503;98.55;100;80.94;9.65;0;3.9;0;44.74;1;2.9;11
3170529;56.54;98.34;72.54;7.58;26.5;2.9;47.4;20.85;1.5;2.2;3
3170578;100;100;98.21;8.33;0;4.6;0;38.1;0;0;18
3170602;100;100;76.71;13.04;0;4.6;0;69.57;0;0;35
3170651;100;100;91.46;9.23;0;4.2;0;40;2.1;6.3;12
3170701;31.16;32.02;76.28;9.24;15.4;1.1;30.2;79.46;0.8;3;17
3170750;0;0;83.78;3.26;0;1.7;108.7;44.57;1.7;0;14
3170800;100;100;85.91;6.44;30.7;3.6;22.2;44.44;1.4;3.6;3
3170909;100;100;89.25;9.23;14.1;3.7;73.8;25.09;2.1;2.1;3
3171006;51.64;89.81;82.53;9.13;16.2;3;38;71.1;0.5;2.5;21
3171030;100;100;94.81;9.49;0;3.6;0;23.42;1.2;1.2;6
3171071;0;49.63;104.37;8.7;0;3.6;0;23.91;0;1.8;42
3171105;86.44;75.17;80.98;4.65;0;2.9;0;55.81;2.9;2.9;24
3171154;73.44;100;91.09;12.9;0;4.3;0;61.29;0;0;15
3171204;0;32.4;81.56;10.37;6.1;1;31.2;39.73;0.3;2.2;17
3171303;37.21;60.67;76.23;8.23;15.5;2.1;142.4;73.58;1;3.6;15
3171402;0;76.94;94.07;5.77;0;5.4;0;50;0;0;19
3171501;97.84;85.08;110.22;17.31;0;3;0;38.46;0;0;3
3171600;46.99;61.29;91.53;7.41;33.8;2.9;0;31.85;1.5;5.9;5
3171709;80.76;100;89.8;7.56;44.1;3.5;84;74.79;0;7;25
3171808;61.21;79.84;91.47;5.34;66.2;0.9;76.3;18.32;1.9;3.8;15
3171907;100;100;82.19;5.71;0;3.5;0;45.71;0;0;38
3172004;74.14;72.53;82.9;10.29;42.7;2.1;61.7;81.69;1.3;4.7;25
3172103;100;100;80.38;8.16;23.7;3.9;0;53.06;0;9.9;5
3172202;0;0;73.5;14.29;0;0;0;46.43;0;0;17
3200102;43.97;38.24;76.22;8.17;11.6;1;44.2;54.97;1.6;2.6;9
3200136;100;100;80.15;7.81;0;4.2;78.1;62.5;3.2;0;9
3200169;85.6;100;77.27;9.38;56.1;3.4;125;58.75;0.8;2.5;2
3200201;66.47;96.33;70.17;8.79;13;3.3;75.4;66.83;1.6;3.6;12
3200300;70.96;61.71;71.9;9.48;0;2.1;172.4;70.69;0.7;3.6;16
3200359;100;100;79.65;8.26;0;4.1;0;66.06;1.4;0;1
3200409;100;100;75.09;6.01;22.6;3.8;158.2;49.37;0.8;3.3;20
3200508;100;100;82.05;6.33;39.9;4;0;70.89;9.3;5.3;10
3200607;52.63;76.28;75.59;8.28;9.9;2.2;30.7;62.07;0.5;2;18
3200706;100;100;66.79;10.17;13.2;4.1;84.7;65.25;3;4.1;13
3200805;92.34;100;78.94;6.39;23;3.4;51.2;71.61;1;2.1;4
3200904;0;21.61;71.7;7.23;19.2;0.2;16.1;62.54;1.2;2.5;3
3201001;100;100;86.72;6.77;18.3;2.8;52.1;38.54;1.4;1.4;12
3201100;0;100;87.12;6.67;0;4.2;266.7;84;1.1;0;10
3201159;100;100;73.43;6.36;0;3.4;57.8;50.29;1.7;0.8;7
3201209;17.14;56.64;78.67;8.2;35.1;1.6;18.8;76.67;1.4;2.7;9
3201308;0;55.76;68.56;8.36;7.7;0.5;1.7;56.53;0.1;0.6;19
3201407;41.55;36.13;72.83;6.59;14.7;1.2;23.5;58.59;2.6;2.6;14
3201506;37.18;53.88;74.24;8.44;18.5;1.3;78.7;69.17;1.7;3.7;16
3201605;76.5;88.7;80.36;7.52;20.7;2.8;0;54.42;0.4;2.5;7
3201704;29.11;100;75.79;8.57;18;2.6;71.4;52.86;1.7;6;18
3201803;100;100;82.62;7.69;0;4.4;192.3;51.92;0;0;12
3201902;42.52;46.22;84.7;7.29;18.5;1.3;47.1;55.53;1.3;2.8;15
3202009;100;100;77.47;7.53;0;4.7;0;56.99;0;0;16
3202108;100;87.9;90.7;6.23;19.8;3.4;69.2;67.47;0.9;1.3;1
3202207;62.99;73.03;75.97;6.81;17;3.5;35.8;62.37;1.2;2.3;17
3202256;100;100;72.24;6.09;0;3.7;0;52.17;0.9;1.8;20
3202306;100;78.53;68.91;8.35;22.3;2.9;119.3;54.42;2.5;3.6;19
3202405;16.5;25.83;78.23;6.95;8.2;0.6;13;50.75;0.9;2.2;2
3202454;50.56;73.27;82.28;8.98;18.3;2.2;29.9;68.26;1.8;4.9;5
3202504;64.34;55.95;72.24;14.93;0;1.8;0;58.21;7.2;16.1;29
3202553;100;100;94.48;5.88;0;4.5;73.5;52.94;2.2;4.5;9
3202603;100;100;78.06;5.97;20.8;4;0;82.09;2.4;4.8;21
3202652;100;100;87.27;9.2;0;3.4;122.7;63.19;2.6;3.4;17
3202702;97.38;100;81.28;7.28;22.6;3.5;132.5;63.58;2.1;5;16
3202801;52.65;36.63;80.23;8.07;17.7;1.6;21.2;58.6;1.3;2.6;8
3202900;100;100;79.72;4.81;27.6;3.7;192.3;65.38;2.8;6.4;20
3203007;39.45;68.6;84.48;10.54;20.5;2.2;0;57.3;0.7;2.2;9
3203056;88.19;51.12;77.16;9.9;8.9;1.6;25.4;56.6;0.8;2.4;5
3203106;100;100;74.45;8.87;23.9;3.7;0;63.71;6.4;10.1;21
3203130;47.19;41.04;75.43;8.14;22.8;1.3;116.3;66.28;5.7;3.2;10
3203163;100;100;76.16;3.06;13.9;3.7;102;69.39;1.8;2.8;19
3203205;57.21;65.58;82.55;7.67;11.2;1.7;62.5;56.63;1.3;2.3;1
3203304;100;100;73.48;8.67;16.9;3.7;51;57.65;0.7;1.5;6
3203320;53.07;64.61;74.11;6.79;0;2.1;0;61.11;2.3;0;8
3203346;77.81;100;74.49;5.37;0;3.5;0;59.51;0;1.4;17
3203353;100;100;77.22;10.71;0;3.6;0;70.54;0.9;2.7;16
3203403;100;100;80.71;9.42;11.6;4.2;32.5;67.21;1.5;4.2;13
3203502;91.48;79.55;81.7;4.33;40.9;2.8;86.6;48.48;2.2;5.6;9
3203601;100;100;93.47;10.23;31.8;5.3;0;36.36;3.5;1.8;15
3203700;75.17;100;78.73;4.48;17.9;4.3;34.5;63.79;2.2;3.3;16
3203809;100;100;73.1;3.11;66.7;3.5;62.1;65.22;5.6;0;14
3203908;29.77;38.83;78.8;6.58;12.6;1.1;61.3;55.59;1.7;3;16
3204005;74.61;100;77.78;10.36;23.2;3.7;39.8;64.54;0.5;3.2;1
3204054;14.14;36.88;77.85;6.11;16.8;1.3;0;46.7;1.7;4.2;4
3204104;43.35;62.83;85.82;7.59;12.6;2.5;0;45.55;0.8;0.8;6
3204203;80.18;87.15;73.76;6.34;14.3;2.8;146.3;46.34;0.6;2.8;10
3204252;95.21;100;88.29;3.19;0;4.3;0;54.26;1.4;1.4;16
3204302;100;100;81.2;7.25;0;3.9;217.4;71.74;6.8;0;23
3204351;40.01;52.18;77.15;4.33;14.8;3.4;0;55.41;1.7;2.3;4
3204401;60.28;100;76.72;6.3;0;4.4;0;72.44;0.9;0;16
3204500;0;94.17;72.72;5.1;16.3;4.1;0;59.18;1.6;3.3;13
3204559;71.19;61.91;80.28;4.09;13.5;2;17;62.01;1.5;2.6;24
3204609;100;100;73.38;6.95;16.5;3.7;38.6;57.53;1.8;5.5;26
3204658;42.05;100;79.26;6.67;0;3.7;0;71.43;1.2;1.2;8
3204708;45.09;39.21;79.39;7.76;18.8;1.3;88.7;64.97;0.9;1.9;11
3204807;94.39;100;71.75;3.2;48;3.8;160;74.4;4.8;8.6;13
3204906;13.58;38.38;73.11;6.78;12.9;0.7;47.2;59.94;0.6;2;7
3204955;95.68;83.2;84.91;13.6;0;2.7;160;68.8;0.9;4.4;23
3205002;15.35;44.48;71.39;8.28;4.2;0.8;11.2;56.94;0.7;1.5;3
3205010;87.12;75.75;75.99;8.03;0;2.5;0;48.16;0.8;0.4;5
3205036;92.56;100;77.97;8.1;15.7;4.2;0;69.72;0.5;3.1;6
3205069;51.68;44.94;87.34;10.36;18.1;1.5;71.4;63.93;2.4;4.4;25
3205101;0;59.18;74.29;7.43;0;1.4;10.5;54.39;1.4;0.6;20
3205150;0;0;93.16;0.93;0;0;0;46.73;0;0;9
3205176;0;42.71;83.1;6.62;0;1.4;0;64.24;0;0;6
3205200;16.68;58.76;64.7;7.89;13.7;0.6;15.5;65.93;0.6;1.5;9
3205309;50.65;88.08;80.04;8.81;39.7;2.3;45.9;65.46;1.6;5.2;12
3300100;45;87.16;66.2;8.12;11.5;2.1;20.2;62.44;1.1;4.7;16
3300159;100;100;79.63;2.59;34.3;3.9;172.4;96.55;2;9.8;14
3300209;18.87;35.55;74.21;8.46;18.7;0.7;38.1;59.44;1;2.1;10
3300225;100;100;87.55;7.41;40.3;4.4;222.2;45.93;4.4;7;0
3300233;72.24;100;71.7;8.93;10.9;2.9;16.2;69.16;0.7;5.1;0
3300258;76.96;78.08;74.35;8.31;27.1;2.5;29.7;64.99;1.8;3.2;5
3300308;16.61;63.56;78.04;10.92;25.8;0.7;48.7;65.01;1.4;3.1;2
3300407;21.43;71.15;68.71;9.06;11.9;1.7;48.9;66.99;0.6;2.1;20
3300456;5.5;28.11;65.04;8.64;7.8;0.6;15.4;59.29;0.4;1.3;4
